,carat,cut,color,clarity,depth,table,price,x,y,z
29390,0.31,Very Good,E,SI1,63.1,57,698,4.31,4.28,2.71
29391,0.31,Very Good,E,SI1,63.5,57,698,4.32,4.28,2.73
29392,0.31,Very Good,E,SI1,63.2,59,698,4.33,4.28,2.72
29393,0.31,Very Good,E,SI1,63.2,59,698,4.31,4.24,2.7
29402,0.4,Very Good,G,SI1,62.9,57,699,4.69,4.72,2.96
29414,0.38,Very Good,H,VS2,60.6,58,700,4.68,4.7,2.84
29415,0.42,Very Good,E,SI2,62.9,56,700,4.77,4.8,3.01
29416,0.42,Very Good,H,SI1,62.1,59,700,4.78,4.81,2.98
29417,0.38,Very Good,H,VS2,62.8,56,700,4.59,4.62,2.89
29420,0.42,Very Good,H,SI1,62.9,57,700,4.76,4.84,3.02
29423,0.38,Very Good,H,VS2,63,56,700,4.57,4.61,2.89
29424,0.42,Very Good,H,SI1,59.5,57,700,4.78,5.11,2.94
29427,0.38,Very Good,E,SI1,61.2,59,700,4.64,4.67,2.85
29428,0.42,Very Good,D,SI2,60,61,700,4.85,4.89,2.92
29430,0.42,Very Good,H,SI1,62,59,700,4.76,4.79,2.96
29434,0.42,Very Good,D,SI2,60.8,59,700,4.77,4.83,2.92
29436,0.38,Very Good,H,VS2,62.8,55,700,4.64,4.66,2.92
29440,0.32,Very Good,F,VVS2,63.8,55,701,4.33,4.39,2.78
29441,0.34,Very Good,G,VS1,61.2,57,701,4.5,4.54,2.76
29442,0.38,Very Good,E,SI1,62.8,58,701,4.6,4.63,2.9
29443,0.38,Very Good,D,SI1,61.3,57,701,4.67,4.7,2.87
29446,0.41,Very Good,F,SI1,62.5,58,702,4.74,4.77,2.97
29454,0.38,Very Good,H,SI2,63.4,57,702,4.63,4.58,2.92
29459,0.39,Very Good,D,VS2,62.2,58,702,4.63,4.69,2.9
29460,0.33,Very Good,G,VVS2,61.5,62,702,4.39,4.43,2.71
29469,0.32,Very Good,E,VS2,62.9,56,702,4.36,4.39,2.75
29470,0.4,Very Good,G,SI1,62.7,59,702,4.67,4.71,2.94
29484,0.32,Very Good,E,VS2,60.5,55,702,4.43,4.49,2.7
29485,0.4,Very Good,G,SI1,62.8,60,702,4.66,4.7,2.94
29487,0.4,Very Good,G,SI1,59.2,61,702,4.78,4.81,2.84
29499,0.32,Very Good,E,VS2,62.8,54,702,4.35,4.38,2.74
29503,0.4,Very Good,G,SI1,60,63,702,4.76,4.8,2.87
29506,0.4,Very Good,G,SI1,61.1,61,702,4.7,4.76,2.89
29512,0.4,Very Good,G,SI1,61.6,59,702,4.66,4.72,2.89
29515,0.32,Very Good,E,VS2,62,54,702,4.37,4.41,2.72
29516,0.39,Very Good,G,SI1,58.9,61,703,4.74,4.76,2.8
29533,0.31,Very Good,E,VVS2,58.8,59,704,4.46,4.45,2.62
29534,0.3,Very Good,F,VS1,59.8,59,704,4.3,4.43,2.61
29535,0.3,Very Good,F,VS1,60.9,63,704,4.26,4.31,2.61
29536,0.39,Very Good,F,SI1,60,57,704,4.76,4.8,2.86
29547,0.38,Very Good,G,VS2,61.6,59,705,4.65,4.7,2.88
29548,0.38,Very Good,H,VS1,61.3,54,705,4.68,4.7,2.88
29549,0.29,Very Good,D,SI2,59.7,56,705,4.37,4.4,2.62
29563,0.3,Very Good,G,VVS1,62.4,59,705,4.25,4.31,2.67
29564,0.4,Very Good,E,VS2,62.5,56,705,4.66,4.72,2.93
29569,0.41,Very Good,E,SI1,60.5,63,705,4.77,4.81,2.9
29572,0.41,Very Good,E,SI1,59.3,61,705,4.8,4.84,2.86
29575,0.41,Very Good,E,SI1,61.1,62,705,4.76,4.83,2.93
29577,0.41,Very Good,F,SI1,63,56,705,4.71,4.78,2.99
29579,0.41,Very Good,E,SI1,61.5,61,705,4.75,4.78,2.93
29580,0.41,Very Good,E,SI1,62.8,57,705,4.71,4.75,2.97
29581,0.41,Very Good,E,SI1,62.8,58,705,4.72,4.77,2.98
29582,0.41,Very Good,E,SI1,61.8,60,705,4.74,4.78,2.94
29598,0.35,Very Good,G,VS1,61.7,61,706,4.49,4.52,2.78
29601,0.35,Very Good,H,VVS2,63,55,706,4.48,4.5,2.83
29604,0.35,Very Good,G,VS1,62.9,58,706,4.48,4.49,2.82
29611,0.23,Very Good,G,VVS2,58.1,59,438,4.09,4.03,2.36
29612,0.27,Very Good,G,VS2,61.5,57,439,4.18,4.22,2.58
29613,0.27,Very Good,G,VS1,61.9,56,439,4.14,4.17,2.57
29614,0.27,Very Good,G,VS1,61,54,439,4.19,4.21,2.56
29615,0.27,Very Good,G,VS1,61.9,56,439,4.13,4.16,2.56
29625,0.26,Very Good,H,VVS2,59.8,61,440,4.15,4.18,2.49
29630,0.27,Very Good,G,VVS2,61.9,57,442,4.12,4.15,2.56
29631,0.31,Very Good,I,VS2,61.5,55,442,4.34,4.36,2.68
29632,0.23,Very Good,E,VS1,61.3,56,442,3.96,3.98,2.43
29638,0.3,Very Good,I,VS1,61.8,63,442,4.26,4.29,2.64
29639,0.3,Very Good,I,VS1,61.6,61,442,4.23,4.28,2.62
29640,0.27,Very Good,J,VVS2,60.8,57,443,4.16,4.2,2.54
29644,0.35,Very Good,H,VVS2,62.5,58,706,4.48,4.51,2.81
29646,0.35,Very Good,G,VS1,62.5,55,706,4.51,4.55,2.83
29656,0.35,Very Good,F,VS2,61.1,62,706,4.5,4.54,2.76
29657,0.35,Very Good,G,VS1,61.2,56,706,4.53,4.56,2.78
29669,0.35,Very Good,G,VS1,60.7,61,706,4.54,4.58,2.77
29671,0.28,Very Good,F,VVS2,62.6,55,707,4.18,4.2,2.62
29672,0.28,Very Good,F,VVS2,61.6,56,707,4.2,4.23,2.59
29673,0.28,Very Good,F,VVS2,61.1,57,707,4.24,4.27,2.6
29674,0.28,Very Good,E,VVS2,61,57,707,4.22,4.25,2.58
29675,0.31,Very Good,E,VVS2,60.5,56,707,4.39,4.47,2.68
29676,0.28,Very Good,F,VVS1,61.5,56,707,4.24,4.27,2.61
29677,0.28,Very Good,E,VVS1,62.1,57,707,4.17,4.21,2.6
29678,0.3,Very Good,D,VS1,63.2,59,707,4.26,4.29,2.7
29687,0.4,Very Good,F,SI1,61.5,60,707,4.77,4.7,2.91
29688,0.4,Very Good,E,SI1,62.8,59,707,4.67,4.7,2.94
29689,0.4,Very Good,E,SI1,62.9,58,707,4.71,4.74,2.97
29690,0.4,Very Good,E,SI1,62.8,59,707,4.7,4.73,2.96
29695,0.31,Very Good,H,VVS1,63,58,707,4.33,4.37,2.74
29706,0.31,Very Good,G,VVS2,62.6,57,707,4.29,4.33,2.7
29707,0.31,Very Good,G,VVS2,60,62,707,4.4,4.44,2.65
29715,0.31,Very Good,H,VVS1,61.9,58,707,4.32,4.34,2.68
29723,0.31,Very Good,G,VVS2,62.1,56,707,4.27,4.33,2.67
29729,0.31,Very Good,G,VVS2,62.9,58,707,4.28,4.3,2.7
29733,0.31,Very Good,G,VVS2,62.9,58,707,4.27,4.31,2.7
29735,0.4,Very Good,D,SI1,60,56,708,4.82,4.85,2.9
29750,0.36,Very Good,F,VS2,63.1,57,708,4.53,4.51,2.85
29751,0.31,Very Good,D,VS1,63.7,58,709,4.27,4.3,2.73
29752,0.39,Very Good,G,SI1,61.7,59.4,709,4.65,4.7,2.88
29775,0.3,Very Good,I,VVS1,63.1,57,709,4.29,4.27,2.7
29800,0.3,Very Good,D,SI1,63.3,55,709,4.31,4.28,2.72
29804,0.3,Very Good,D,SI1,63.1,55,709,4.31,4.28,2.71
29808,0.3,Very Good,D,SI1,63.4,56,709,4.29,4.26,2.71
29817,0.3,Very Good,D,SI1,63.2,56,709,4.27,4.24,2.69
29819,0.3,Very Good,D,SI1,63.3,59,709,4.25,4.22,2.68
29825,0.31,Very Good,E,VVS2,61.5,55,710,4.37,4.41,2.7
29826,0.31,Very Good,G,VVS1,63,56,710,4.26,4.28,2.69
29827,0.3,Very Good,G,VVS1,63.2,55,710,4.28,4.3,2.71
29828,0.38,Very Good,H,VS2,61.6,56,710,4.68,4.71,2.89
29829,0.42,Very Good,F,SI2,61.5,59,710,4.81,4.85,2.97
29842,0.3,Very Good,D,VS2,62.5,59,710,4.23,4.28,2.66
29843,0.3,Very Good,D,VS2,62.9,58,710,4.23,4.26,2.67
29853,0.3,Very Good,D,VS2,62.9,59,710,4.22,4.27,2.67
29854,0.3,Very Good,D,VS2,62.9,56,710,4.24,4.28,2.68
29858,0.3,Very Good,D,VS2,62.6,61,710,4.22,4.25,2.65
29864,0.3,Very Good,D,VS2,62,59,710,4.22,4.27,2.63
29865,0.3,Very Good,D,VS2,62.4,56,710,4.27,4.32,2.68
29868,0.3,Very Good,D,VS2,62.9,61,710,4.27,4.29,2.69
29871,0.3,Very Good,D,VS2,62.5,58,710,4.26,4.29,2.67
29878,0.3,Very Good,D,VS2,62.8,57,710,4.25,4.29,2.68
29880,0.3,Very Good,D,VS2,62.8,57,710,4.29,4.31,2.7
29881,0.3,Very Good,D,VS2,62.8,59,710,4.26,4.28,2.68
29882,0.3,Very Good,D,VS2,60.3,60,710,4.28,4.31,2.59
29888,0.3,Very Good,E,VS1,61.9,60,710,4.26,4.3,2.65
29890,0.3,Very Good,D,VS2,62,58,710,4.29,4.32,2.67
29900,0.3,Very Good,D,VS2,62.2,58,710,4.25,4.3,2.66
29901,0.31,Very Good,F,VVS2,61.6,56,711,4.34,4.38,2.68
29902,0.4,Very Good,G,SI1,61,56,711,4.77,4.8,2.92
29903,0.44,Very Good,F,SI2,61.9,59,711,4.85,4.9,3.02
29910,0.39,Very Good,I,VS2,59.6,57,712,4.77,4.82,2.86
29911,0.29,Very Good,G,VS2,61.5,58,712,4.25,4.27,2.62
29913,0.42,Very Good,I,SI1,61,55.8,712,4.83,4.86,2.96
29915,0.34,Very Good,G,VVS2,60.4,57,713,4.53,4.56,2.74
29931,0.37,Very Good,I,VVS2,60.9,58,714,4.64,4.68,2.84
29937,0.34,Very Good,E,SI1,63.4,55,714,4.46,4.44,2.82
29938,0.34,Very Good,E,SI1,63.3,57,714,4.47,4.44,2.82
29939,0.34,Very Good,E,SI1,63.5,55,714,4.47,4.44,2.83
29942,0.29,Very Good,H,VS1,62.2,56,444,4.24,4.27,2.64
29945,0.27,Very Good,H,VVS2,61.2,58,445,4.16,4.2,2.56
29946,0.26,Very Good,I,SI1,59.2,60,445,4.2,4.24,2.5
29949,0.33,Very Good,I,SI1,61.4,58,445,4.46,4.5,2.75
29953,0.33,Very Good,I,SI1,62.8,58,445,4.39,4.43,2.77
29964,0.31,Very Good,H,SI1,62.4,60,446,4.32,4.34,2.7
29965,0.31,Very Good,H,SI1,61.1,55,446,4.35,4.39,2.67
29966,0.31,Very Good,H,SI1,61.4,55,446,4.36,4.44,2.7
29969,0.31,Very Good,H,SI1,62.3,55,446,4.34,4.36,2.71
29970,0.31,Very Good,H,SI1,61.1,57,446,4.32,4.35,2.65
29979,0.38,Very Good,G,VS2,59.7,62,715,4.66,4.68,2.79
29980,0.39,Very Good,F,VS2,62.1,59,716,4.69,4.71,2.92
30000,0.43,Very Good,H,SI1,60.2,57,716,4.91,4.93,2.96
30007,0.43,Very Good,E,SI2,62.7,55,716,4.83,4.87,3.04
30008,0.43,Very Good,D,SI2,61.1,58,716,4.86,4.9,2.98
30009,0.43,Very Good,H,SI1,61.5,58,716,4.8,4.86,2.97
30010,0.35,Very Good,E,VS2,61.9,61,716,4.5,4.54,2.8
30011,0.32,Very Good,F,VVS2,62,55,717,4.38,4.42,2.73
30012,0.42,Very Good,F,SI1,63.1,56,717,4.77,4.8,3.02
30016,0.4,Very Good,F,SI1,61.7,62,717,4.71,4.76,2.92
30019,0.41,Very Good,D,SI1,63,57,717,4.64,4.7,2.94
30020,0.41,Very Good,D,SI1,60.3,63,717,4.78,4.8,2.89
30022,0.41,Very Good,D,SI1,63,56,717,4.75,4.8,3.01
30032,0.39,Very Good,J,VVS1,61.8,56,718,4.64,4.71,2.89
30037,0.39,Very Good,J,VVS1,62.5,58,718,4.61,4.67,2.9
30038,0.39,Very Good,J,VVS1,62.8,58,718,4.61,4.66,2.91
30039,0.3,Very Good,D,VVS2,59.3,57,719,4.39,4.41,2.61
30047,0.41,Very Good,G,SI1,62.5,57,719,4.69,4.72,2.94
30050,0.41,Very Good,G,SI1,62.7,55,719,4.77,4.8,3
30051,0.41,Very Good,G,SI1,60.3,60,719,4.76,4.8,2.88
30058,0.41,Very Good,G,SI1,62.9,56,719,4.7,4.75,2.97
30077,0.32,Very Good,E,SI1,63.2,56,720,4.38,4.35,2.76
30103,0.32,Very Good,H,VS1,63.1,57,720,4.37,4.34,2.75
30133,0.32,Very Good,G,VS2,63.3,54,720,4.39,4.36,2.77
30144,0.32,Very Good,G,VS2,63.1,57,720,4.35,4.3,2.73
30150,0.32,Very Good,E,SI1,63.4,55,720,4.36,4.35,2.76
30151,0.32,Very Good,E,SI1,63.1,56,720,4.39,4.36,2.76
30154,0.32,Very Good,E,SI1,63.3,56,720,4.35,4.34,2.75
30156,0.5,Very Good,E,I1,63.1,61,720,5.04,4.97,3.16
30160,0.4,Very Good,D,SI1,63,57,720,4.66,4.7,2.95
30162,0.4,Very Good,D,SI1,60.3,62,720,4.7,4.75,2.85
30164,0.4,Very Good,D,SI1,63,57,720,4.66,4.7,2.95
30165,0.4,Very Good,D,VS2,60.5,58,720,4.76,4.82,2.9
30167,0.4,Very Good,D,SI1,62.5,61,720,4.66,4.69,2.92
30168,0.32,Very Good,F,VVS2,63,56,721,4.37,4.39,2.76
30169,0.31,Very Good,E,VVS2,64.2,55,721,4.24,4.3,2.74
30170,0.27,Very Good,D,VVS1,62.3,54,721,4.18,4.21,2.61
30171,0.35,Very Good,D,VS2,62.6,56,721,4.48,4.5,2.81
30191,0.42,Very Good,F,SI1,60.6,61,722,4.83,4.87,2.94
30192,0.42,Very Good,E,SI1,61.5,61,722,4.82,4.87,2.98
30193,0.42,Very Good,E,SI1,59.8,61,722,4.85,4.89,2.91
30202,0.42,Very Good,J,VS2,60.9,58,723,4.81,4.85,2.94
30203,0.42,Very Good,D,SI1,60.2,58,723,4.85,4.89,2.93
30220,0.33,Very Good,E,VS2,62.8,56,723,4.41,4.45,2.78
30247,0.26,Very Good,F,VVS1,63.3,57,724,4.07,4.05,2.57
30253,0.34,Very Good,F,VVS2,59.6,60,724,4.54,4.59,2.72
30255,0.3,Very Good,G,VVS1,60.7,56,725,4.32,4.35,2.63
30256,0.31,Very Good,E,VVS1,60.4,61,725,4.34,4.4,2.64
30257,0.31,Very Good,E,VVS1,62.5,59,725,4.3,4.34,2.7
30258,0.35,Very Good,G,VS1,59.2,60,725,4.59,4.64,2.73
30259,0.34,Very Good,D,VS1,59.8,57,725,4.54,4.59,2.73
30260,0.4,Very Good,E,SI1,63,57,725,4.68,4.71,2.96
30268,0.3,Very Good,F,VS2,63.4,59,725,4.25,4.23,2.69
30272,0.31,Very Good,H,SI1,59,57,446,4.4,4.44,2.61
30273,0.31,Very Good,H,SI1,60.5,60,446,4.33,4.4,2.64
30278,0.3,Very Good,D,SI2,61.2,60,447,4.28,4.31,2.63
30279,0.3,Very Good,D,SI2,61.4,59,447,4.26,4.31,2.63
30280,0.3,Very Good,D,SI2,62.4,59,447,4.25,4.28,2.66
30281,0.3,Very Good,G,SI1,61,57,447,4.31,4.34,2.64
30282,0.34,Very Good,I,SI1,59.2,61,447,4.57,4.58,2.71
30283,0.34,Very Good,I,SI1,61.3,61,447,4.45,4.49,2.74
30284,0.34,Very Good,F,SI2,60,62,447,4.51,4.55,2.72
30286,0.34,Very Good,J,VS1,61.7,58,447,4.41,4.47,2.74
30287,0.34,Very Good,F,SI2,63,58,447,4.45,4.47,2.81
30288,0.3,Very Good,G,SI1,62.6,57,447,4.25,4.34,2.69
30291,0.3,Very Good,G,SI1,59.8,57,447,4.32,4.37,2.6
30296,0.3,Very Good,G,SI1,60.1,62,447,4.35,4.37,2.62
30297,0.3,Very Good,D,SI2,63,55,447,4.25,4.26,2.68
30300,0.3,Very Good,D,SI2,61,61,447,4.25,4.31,2.61
30302,0.3,Very Good,G,VS1,63.3,56,725,4.31,4.28,2.72
30303,0.3,Very Good,G,VS1,63.4,55,725,4.32,4.26,2.72
30304,0.3,Very Good,G,VS1,63.5,58,725,4.26,4.21,2.69
30306,0.41,Very Good,E,SI1,60.4,58,725,4.75,4.79,2.88
30307,0.41,Very Good,E,SI1,61,61,725,4.74,4.77,2.9
30320,0.36,Very Good,G,VS1,59.7,56,726,4.64,4.67,2.78
30321,0.36,Very Good,G,VS1,62.9,57,726,4.56,4.6,2.88
30324,0.36,Very Good,G,VS1,61.2,60,726,4.56,4.59,2.8
30332,0.41,Very Good,D,SI2,63.8,57,727,4.71,4.73,3.01
30347,0.33,Very Good,D,VS1,60.3,61,727,4.48,4.51,2.71
30349,0.37,Very Good,E,VS2,64,55,728,4.52,4.57,2.91
30350,0.42,Very Good,E,SI1,61.4,54,728,4.83,4.87,2.98
30355,0.33,Very Good,D,SI1,63.1,55,728,4.46,4.42,2.8
30356,0.33,Very Good,D,SI1,63.1,55,728,4.4,4.38,2.77
30357,0.3,Very Good,D,VVS2,59,59,729,4.4,4.42,2.6
30366,0.36,Very Good,I,VS1,63.3,56,729,4.56,4.51,2.87
30370,0.36,Very Good,H,VS2,63.5,54,729,4.59,4.55,2.9
30376,0.43,Very Good,G,SI2,61.3,56.2,729,4.87,4.89,2.99
30377,0.45,Very Good,F,SI2,61.5,61,729,4.9,4.95,3.03
30380,0.3,Very Good,F,VVS2,59.9,56,730,4.38,4.44,2.64
30381,0.3,Very Good,F,VVS2,62.5,56,730,4.26,4.29,2.67
30382,0.34,Very Good,F,VS2,61.5,58.2,730,4.49,4.51,2.77
30383,0.34,Very Good,F,VS2,62.5,57.5,730,4.4,4.45,2.77
30384,0.43,Very Good,I,VS1,60.9,55,730,4.89,4.99,3.01
30398,0.32,Very Good,G,VVS2,62,55,730,4.39,4.42,2.73
30409,0.34,Very Good,D,VS2,60,59,730,4.5,4.56,2.72
30420,0.32,Very Good,G,VVS2,62.2,57,730,4.36,4.38,2.72
30422,0.32,Very Good,H,VVS1,62.7,57,730,4.36,4.41,2.75
30428,0.32,Very Good,G,VVS2,60.9,61,730,4.39,4.41,2.68
30431,0.32,Very Good,H,VVS1,62.9,58,730,4.34,4.37,2.74
30436,0.32,Very Good,H,VVS1,62.9,57,730,4.33,4.38,2.74
30440,0.32,Very Good,G,VVS2,62.3,54,730,4.38,4.45,2.75
30442,0.32,Very Good,G,VVS2,62.6,58,730,4.35,4.37,2.73
30444,0.29,Very Good,F,VVS1,60.5,57,731,4.31,4.34,2.61
30445,0.29,Very Good,F,VVS1,62.1,55,731,4.26,4.28,2.65
30446,0.43,Very Good,J,VS2,60.9,59,731,4.86,4.9,2.97
30459,0.45,Very Good,E,SI2,63.2,54,731,4.94,4.82,3.09
30465,0.31,Very Good,D,SI1,63.4,58,732,4.35,4.32,2.75
30468,0.31,Very Good,D,SI1,63.1,57,732,4.32,4.3,2.72
30469,0.31,Very Good,D,SI1,63.5,58,732,4.3,4.27,2.72
30470,0.31,Very Good,D,SI1,63.4,55,732,4.3,4.28,2.72
30471,0.31,Very Good,D,SI1,63.5,57,732,4.32,4.28,2.73
30479,0.31,Very Good,I,VVS1,63.1,59,732,4.31,4.25,2.7
30513,0.31,Very Good,D,SI1,63.5,56,732,4.31,4.29,2.73
30514,0.31,Very Good,D,SI1,63.5,56,732,4.31,4.29,2.73
30517,0.31,Very Good,D,SI1,63.5,55,732,4.3,4.27,2.72
30520,0.35,Very Good,H,VVS1,61.1,56,733,4.54,4.57,2.78
30528,0.38,Very Good,D,SI1,58.9,61,733,4.75,4.79,2.81
30529,0.38,Very Good,D,SI1,59.7,60,733,4.66,4.69,2.79
30535,0.39,Very Good,G,VS2,59.8,61,734,4.72,4.75,2.83
30537,0.39,Very Good,G,VS2,60.4,61,734,4.71,4.73,2.85
30539,0.31,Very Good,D,VS2,62.9,55,734,4.31,4.34,2.72
30553,0.31,Very Good,D,VS2,62.3,55,734,4.32,4.35,2.7
30575,0.31,Very Good,D,VS2,61.8,57,734,4.36,4.41,2.71
30601,0.3,Very Good,D,SI2,62.9,58,447,4.26,4.29,2.69
30602,0.3,Very Good,G,SI1,61.6,59,447,4.26,4.28,2.63
30605,0.3,Very Good,D,SI2,62.2,59,447,4.25,4.3,2.66
30606,0.34,Very Good,I,SI1,61.8,57,447,4.46,4.51,2.77
30609,0.34,Very Good,G,SI2,62.8,59,447,4.45,4.47,2.8
30610,0.3,Very Good,G,SI1,62.8,56,447,4.28,4.32,2.7
30611,0.3,Very Good,G,SI1,62.7,58,447,4.22,4.27,2.66
30614,0.3,Very Good,D,SI2,61.8,58,447,4.29,4.32,2.66
30615,0.34,Very Good,F,SI2,61.7,61,447,4.44,4.48,2.75
30616,0.3,Very Good,G,SI1,58.8,60,447,4.35,4.39,2.57
30617,0.3,Very Good,G,SI1,59.5,63,447,4.29,4.32,2.56
30618,0.3,Very Good,G,SI1,59.7,60,447,4.35,4.39,2.61
30620,0.34,Very Good,G,SI2,62.8,58,447,4.43,4.46,2.79
30622,0.3,Very Good,G,SI1,61.4,57,447,4.31,4.35,2.66
30623,0.3,Very Good,G,SI1,62.9,59,447,4.24,4.28,2.68
30634,0.41,Very Good,G,SI1,60.4,58,735,4.77,4.84,2.9
30645,0.42,Very Good,D,SI1,63,59,735,4.77,4.79,3.01
30656,0.31,Very Good,D,VS1,62.3,56,736,4.33,4.37,2.71
30657,0.29,Very Good,D,SI1,59.8,55,737,4.3,4.35,2.58
30660,0.42,Very Good,G,SI1,62.9,54,737,4.79,4.81,3.02
30665,0.4,Very Good,E,SI1,62,55,737,4.68,4.74,2.92
30667,0.4,Very Good,I,VS1,63,56,737,4.68,4.72,2.96
30670,0.4,Very Good,F,SI1,62.8,59,737,4.71,4.72,2.96
30671,0.4,Very Good,F,SI1,62,56,737,4.72,4.77,2.94
30672,0.3,Very Good,G,VVS1,59.8,62,737,4.33,4.36,2.6
30673,0.4,Very Good,F,SI1,62.9,57,737,4.68,4.7,2.95
30675,0.4,Very Good,F,SI1,62.7,57,737,4.68,4.7,2.94
30678,0.4,Very Good,E,SI1,60.9,56,737,4.76,4.8,2.91
30683,0.3,Very Good,G,VVS1,62.6,62,737,4.21,4.26,2.65
30684,0.4,Very Good,F,SI1,62.2,57,737,4.67,4.72,2.92
30689,0.4,Very Good,E,SI1,62.8,59,737,4.64,4.69,2.93
30693,0.4,Very Good,I,VS1,62.9,59,737,4.68,4.73,2.96
30695,0.4,Very Good,F,SI1,62.3,57,737,4.67,4.74,2.93
30698,0.4,Very Good,E,SI1,61.3,61,737,4.73,4.76,2.91
30699,0.42,Very Good,G,SI1,62.5,56,737,4.8,4.83,3.01
30700,0.4,Very Good,H,VS2,59.1,61,737,4.81,4.84,2.85
30703,0.3,Very Good,F,VVS2,62.4,58,737,4.25,4.28,2.66
30704,0.42,Very Good,G,SI1,62.2,58,737,4.73,4.75,2.95
30709,0.37,Very Good,E,VS1,63.7,56,738,4.54,4.6,2.91
30722,0.41,Very Good,D,VS2,62.1,56,738,4.76,4.77,2.96
30725,0.41,Very Good,D,SI1,59.2,62,738,4.82,4.85,2.86
30728,0.33,Very Good,F,VVS2,61.1,56,739,4.46,4.48,2.73
30729,0.34,Very Good,F,VS1,61.1,57,739,4.51,4.54,2.76
30747,0.34,Very Good,G,VVS2,62.3,59,740,4.45,4.48,2.78
30748,0.38,Very Good,E,VS2,61.2,56,740,4.67,4.71,2.87
30763,0.25,Very Good,E,VVS2,63.1,56,740,4.05,4,2.54
30768,0.36,Very Good,F,VS2,61.3,59,741,4.55,4.6,2.79
30769,0.4,Very Good,I,VS1,61.7,57,741,4.71,4.73,2.91
30770,0.36,Very Good,G,VS1,61.8,56,741,4.57,4.6,2.84
30771,0.33,Very Good,F,VS1,62.7,59,741,4.35,4.39,2.74
30783,0.39,Very Good,G,VS1,61.7,62,741,4.65,4.69,2.88
30784,0.3,Very Good,E,VVS2,62.5,56,742,4.28,4.3,2.68
30785,0.36,Very Good,E,VVS2,60.2,59,742,4.6,4.64,2.78
30786,0.33,Very Good,D,VS1,61.6,53,742,4.45,4.48,2.75
30787,0.3,Very Good,D,VS1,62.2,58,742,4.25,4.27,2.65
30788,0.3,Very Good,D,VS1,62.1,58,742,4.25,4.29,2.65
30806,0.3,Very Good,E,VVS2,62.4,57,743,4.26,4.27,2.66
30807,0.3,Very Good,G,IF,60.5,58,743,4.35,4.38,2.64
30818,0.33,Very Good,E,SI1,63.3,56,743,4.43,4.41,2.8
30822,0.33,Very Good,E,SI1,63.4,55,743,4.4,4.37,2.78
30890,0.42,Very Good,E,SI1,60,61,743,4.85,4.88,2.92
30892,0.32,Very Good,E,VVS2,62.4,56,744,4.34,4.38,2.72
30893,0.38,Very Good,E,VS2,60.4,58,744,4.67,4.7,2.83
30910,0.34,Very Good,E,VS2,62.6,58,745,4.43,4.45,2.78
30922,0.34,Very Good,E,VS2,62.8,58,745,4.43,4.45,2.79
30923,0.34,Very Good,E,VS2,58.8,59,745,4.56,4.59,2.69
30927,0.35,Very Good,H,VVS1,60.1,62,745,4.52,4.57,2.73
30933,0.24,Very Good,H,VVS2,61.3,57,449,4.01,4.04,2.46
30934,0.24,Very Good,H,VVS2,61.4,57,449,4.02,4.04,2.47
30935,0.24,Very Good,H,VVS2,61.9,57,449,3.97,4.01,2.47
30936,0.24,Very Good,H,VVS2,61.5,56,449,3.99,4.01,2.46
30937,0.24,Very Good,G,VVS2,62,56,449,4,4.03,2.49
30938,0.24,Very Good,G,VVS2,62,57,449,4,4.03,2.49
30939,0.24,Very Good,G,VVS2,62,56,449,3.99,4.03,2.48
30940,0.24,Very Good,H,VVS1,61.3,56,449,4.01,4.04,2.46
30941,0.24,Very Good,H,VVS1,62.3,56,449,3.99,4.02,2.49
30942,0.27,Very Good,E,VS2,58.6,57,449,4.3,4.33,2.53
30943,0.24,Very Good,H,IF,61.3,56,449,4.04,4.06,2.48
30948,0.23,Very Good,D,SI2,63.5,57,449,3.87,3.85,2.45
30950,0.32,Very Good,H,SI1,61.9,59,449,4.38,4.41,2.72
30951,0.32,Very Good,E,SI2,62.4,58,449,4.35,4.4,2.73
30953,0.32,Very Good,H,SI1,61.9,58,449,4.34,4.38,2.7
30955,0.32,Very Good,I,VS2,62.8,58,449,4.33,4.37,2.73
30960,0.32,Very Good,I,VS2,63,56,449,4.38,4.42,2.77
30961,0.4,Very Good,H,VS2,62.1,56,746,4.72,4.75,2.94
30967,0.39,Very Good,J,VS2,63.3,56,746,4.63,4.6,2.92
30973,0.37,Very Good,G,VS1,59.2,61,746,4.63,4.7,2.76
30974,0.4,Very Good,D,VS2,62.3,58,746,4.69,4.72,2.93
30975,0.38,Very Good,F,VS1,61.4,61,746,4.66,4.69,2.87
30980,0.37,Very Good,F,VS2,61.2,60,746,4.59,4.63,2.82
30986,0.37,Very Good,G,VS1,61.5,58,746,4.57,4.6,2.82
30988,0.37,Very Good,F,VS2,61,58,746,4.61,4.63,2.82
30989,0.37,Very Good,H,VVS2,62.2,59,746,4.54,4.56,2.83
31003,0.32,Very Good,E,VVS1,59,61,748,4.44,4.47,2.63
31015,0.35,Very Good,F,SI1,63.1,56,748,4.51,4.46,2.83
31016,0.31,Very Good,E,VVS2,62.4,56,749,4.32,4.35,2.7
31017,0.31,Very Good,G,VVS1,61.5,55,749,4.36,4.4,2.69
31033,0.31,Very Good,F,VS2,63.5,55,749,4.32,4.31,2.74
31038,0.31,Very Good,G,VS1,63.3,57,749,4.31,4.28,2.72
31042,0.38,Very Good,I,VS1,62,55,750,4.65,4.67,2.89
31049,0.42,Very Good,G,SI1,62,54,751,4.8,4.82,2.98
